,Unnamed: 0,Name,Style,StyleID,ABV,IBU,Color,Simple_style,Style_color,Style_ibu
3720,5357,Rye Stout,Russian Imperial Stout,132,7.31,90.0,40.0,Stout/Porter,5,4
9533,14581,Hoppy ipa,Imperial IPA,86,10.39,90.0,10.33,Pale Ale,2,5
26619,42181,Wiregrass IPA,American IPA,7,8.44,90.0,6.26,Pale Ale,2,5
17272,26920,Salted Caramel Chocolate Stout,Sweet Stout,162,5.76,28.62,37.9,Stout/Porter,5,4
38239,61015,Simcoe HH,American IPA,7,6.11,74.24,8.43,Pale Ale,2,5
19585,30670,Hamblen Wild Dubbel,Belgian Dubbel,22,7.32,24.5,13.91,Strong Ale,3,3
4920,7137,Caramel Molasses Imperial MIlk Stout,Russian Imperial Stout,132,9.51,42.88,41.77,Stout/Porter,5,4
4823,6976,A Belgian Golden Strong Ale,Belgian Golden Strong Ale,23,9.39,32.94,5.6,Strong Ale,3,3
31376,49969,Smoked Summer Ale,American Light Lager,9,3.98,14.89,3.45,Pale Lager/Blonde Ale,1,1
15479,24012,Cascading AFFF,Saison,134,6.72,30.0,8.16,Pale Ale,2,5
32167,51291,Pale Willy II,American Pale Ale,10,4.39,30.0,5.0,Pale Ale,2,5
16727,26024,Simcoe/Citra  IPA #1,American IPA,7,6.54,41.86,6.42,Pale Ale,2,5
4136,5958,Black Beauty Porter-Stout  Wedding Dress Sea...,American Stout,12,6.65,90.0,40.0,Stout/Porter,5,4
19572,30652,Really Simple Pilsner,German Pilsner (Pils),81,4.26,28.0,3.29,Pale Lager/Blonde Ale,1,1
20906,32829,Jordan Brew Club: Beer Exp #1 - NEIPA,American IPA,7,6.6,34.12,7.01,Pale Ale,2,5
27160,43055,Majestic Pacifica Relaxationa,American Wheat Beer,14,5.99,19.43,4.77,Wheat,0,0
2121,2998,Firestone Walker Easy Jack NZ,American IPA,7,4.77,33.3,5.0,Pale Ale,2,5
6858,10249,Bourbon Pecan Brown Ale,Northern English Brown,113,4.9,27.28,21.07,Brown Ale,4,2
992,1357,Amarillo Singel Hop,American IPA,7,6.99,72.35,13.53,Pale Ale,2,5
16149,25089,Double chocolat stout,American Stout,12,5.93,42.0,39.56,Stout/Porter,5,4
7382,11095,3 bbl ahtanum pale,American Pale Ale,10,5.27,44.4,6.65,Pale Ale,2,5
45553,73084,Weiss lies,Weizen/Weissbier,170,5.06,24.47,3.87,Wheat,0,0
15630,24255,2017 Saison,Saison,134,6.04,30.0,5.0,Pale Ale,2,5
26636,42213,Oroingappel,Belgian Blond Ale,20,6.39,28.0,6.0,Pale Lager/Blonde Ale,1,1
7366,11068,Nøgne #500,Imperial IPA,86,10.4,90.0,13.44,Pale Ale,2,5
43752,70135,Deer Crossing IPA,American IPA,7,7.14,90.0,11.73,Pale Ale,2,5
21118,33171,Raw Hop APA,American Pale Ale,10,5.42,34.66,7.42,Pale Ale,2,5
20977,32948,Viena lager,Vienna Lager,167,5.92,23.51,6.0,Pale Lager/Blonde Ale,1,1
3565,5127,#54 Saison Wyeast 3711 (FM 21),Saison,134,5.49,30.84,5.0,Pale Ale,2,5
5840,8607,Jaguar Bohemian Pilsner,Bohemian Pilsener,31,5.11,28.0,3.62,Pale Lager/Blonde Ale,1,1
16667,25932,Brad's All-Malt IPA,American IPA,7,5.56,58.34,9.02,Pale Ale,2,5
45161,72419,Moose Drool Clone (Big Sky),American Brown Ale,6,5.09,29.08,20.03,Brown Ale,4,2
12861,19849,Hefeweizen basic #14,Weizen/Weissbier,170,4.31,10.93,3.05,Wheat,0,0
22559,35607,Kölsch de fail,Kölsch,94,4.95,28.0,5.05,Pale Lager/Blonde Ale,1,1
18984,29685,Ridin' Foreign,Foreign Extra Stout,72,7.86,51.32,39.87,Stout/Porter,5,4
36919,58862,AG Deneme 1,American Pale Ale,10,4.82,36.19,8.57,Pale Ale,2,5
16075,24962,Gustavs Studentöl Saison,Saison,134,5.25,31.03,5.41,Pale Ale,2,5
14271,22128,Mini Yack Petite Saison,Saison,134,4.09,30.0,5.6,Pale Ale,2,5
14130,21879,Lemon tits (6th gen),Weizen/Weissbier,170,5.38,13.68,4.76,Wheat,0,0
45625,73207,Bodfhizafa clone,American IPA,7,5.74,90.0,10.4,Pale Ale,2,5
20462,32115,Nemški pils,German Pils,80,5.3,28.0,4.78,Pale Lager/Blonde Ale,1,1
10313,15794,Smoking Gun Porter,Baltic Porter,19,6.62,73.8,40.0,Stout/Porter,5,4
39631,63282,Black gold RIS,Russian Imperial Stout,132,9.83,90.0,50.0,Stout/Porter,5,4
23760,37529,Mr Danky,American IPA,7,6.93,83.89,6.15,Pale Ale,2,5
43570,69838,Hop EXP 004 - Neapolitan,Imperial IPA,86,8.14,69.02,6.26,Pale Ale,2,5
30435,48395,Pilsner Light Lager,Czech Premium Pale Lager,50,5.4,28.0,3.09,Pale Lager/Blonde Ale,1,1
4321,6234,IPA (All Mosaic),American IPA,7,5.21,57.11,6.8,Pale Ale,2,5
35929,57307,Third Rye's a Charm,Saison,134,6.02,30.0,5.21,Pale Ale,2,5
35398,56450,Columbus/Legacy/Centennial Ella,American Pale Ale,10,5.8,32.73,8.06,Pale Ale,2,5
3174,4554,Handsome Devil Imperial IPA,Imperial IPA,86,8.48,75.62,13.89,Pale Ale,2,5
35333,56333,Golden Hefeweizen,Weizen/Weissbier,170,7.91,18.16,4.73,Wheat,0,0
17587,27406,K1,Kölsch,94,5.03,28.0,3.41,Pale Lager/Blonde Ale,1,1
20028,31398,Funkalicious,Saison,134,10.77,30.0,9.7,Pale Ale,2,5
26502,41996,Reverend dave's holy #@&* water stout,American Stout,12,7.66,79.65,50.0,Stout/Porter,5,4
3114,4457,AIPA,American IPA,7,6.36,53.09,6.92,Pale Ale,2,5
26655,42244,RIP RIS,Russian Imperial Stout,132,11.23,80.29,50.0,Stout/Porter,5,4
43775,70175,Black Canyon,Oatmeal Stout,114,5.87,33.48,38.26,Stout/Porter,5,4
23110,36493,Pale Presbyter,Extra Special/Strong Bitter (ESB),68,5.6,42.64,8.09,Pale Ale,2,5
35228,56166,B&G IPA,American IPA,7,5.64,64.17,10.66,Pale Ale,2,5
3225,4638,Auction Agravated Mark- get up and help Whit...,Weizen/Weissbier,170,5.84,30.0,6.0,Wheat,0,0
20175,31652,GYLE 007,Saison,134,3.18,33.0,5.0,Pale Ale,2,5
8997,13678,Imperial Brown ale,Northern English Brown,113,7.59,33.31,26.33,Brown Ale,4,2
43144,69143,Swig of Sunshine,American IPA,7,4.32,75.28,5.33,Pale Ale,2,5
14201,21999,Sunshine Sparkle,American Lager,8,6.4,19.72,3.15,Pale Lager/Blonde Ale,1,1
35908,57270,O so Creamy!,Saison,134,5.82,45.18,11.84,Pale Ale,2,5
38106,60791,DBT Pecan,American Amber Ale,4,5.77,30.0,15.0,Pale Ale,2,5
44092,70707,Citrazilla,American Light Lager,9,5.57,22.51,4.72,Pale Lager/Blonde Ale,1,1
25142,39809,Wheat 7,Weizen/Weissbier,170,5.58,7.73,5.19,Wheat,0,0
42396,67836,Midnight Snack 2,American Light Lager,9,6.4,20.6,6.0,Pale Lager/Blonde Ale,1,1
6937,10365,Pretty in Pink Imperial Pilsner,Classic American Pilsner,40,6.4,28.0,5.17,Pale Lager/Blonde Ale,1,1
17451,27196,Guinni,Dry Stout,58,4.08,29.28,22.13,Stout/Porter,5,4
36686,58500,SOURZZZZZ,American Light Lager,9,4.85,8.0,3.13,Pale Lager/Blonde Ale,1,1
29062,46159,Ford Best Bitter,Best Bitter,28,3.94,30.0,6.39,Pale Ale,2,5
5529,8112,Ginger Snap Saison,Belgian Pale Ale,24,5.98,31.12,6.56,Pale Ale,2,5
5398,7884,Oreo Stout,Oatmeal Stout,114,5.76,32.7,36.77,Stout/Porter,5,4
11360,17513,Mad at Dachsund Milk Stout,Sweet Stout,162,8.89,35.93,50.0,Stout/Porter,5,4
14380,22302,Glowing Ember Ale,American Amber Ale,4,5.82,30.0,12.43,Pale Ale,2,5
17285,26937,Sally 1,Belgian Pale Ale,24,5.38,30.0,8.24,Pale Ale,2,5
43097,69066,Kaarlon ja Juhan IPA,American IPA,7,5.03,52.34,7.22,Pale Ale,2,5
35897,57252,Am Pale III,American Pale Ale,10,5.9,33.2,9.1,Pale Ale,2,5
10740,16470,Dracula Very Pale Ale,American IPA,7,6.17,90.0,8.55,Pale Ale,2,5
8320,12622,Go to Helles,Munich Helles,109,5.04,20.92,4.21,Pale Lager/Blonde Ale,1,1
5269,7683,Watney's Cream Stout Clone,Sweet Stout,162,5.16,27.13,35.01,Stout/Porter,5,4
34629,55215,Amber ipa,American IPA,7,5.19,52.52,10.52,Pale Ale,2,5
10891,16722,Speidel Pilsner 50 liter,German Pilsner (Pils),81,5.32,13.62,3.17,Pale Lager/Blonde Ale,1,1
45849,73596,Tropical pale ale 3,American Light Lager,9,6.17,28.0,6.0,Pale Lager/Blonde Ale,1,1
24700,39088,Cardinal Weisse,Weissbier,169,4.73,13.48,3.28,Wheat,0,0
32769,52245,Second Chance Ale,American Amber Ale,4,3.03,40.73,9.95,Pale Ale,2,5
35474,56584,#003 Midwest Style IPA,American IPA,7,7.24,66.39,5.0,Pale Ale,2,5
13327,20596,377 Shane's Pale Ale 15%,American Pale Ale,10,4.96,55.05,5.0,Pale Ale,2,5
21709,34146,Western Port Pacific Ale,British Golden Ale,35,4.67,27.06,3.67,Pale Lager/Blonde Ale,1,1
9196,14011,Amber Rye Ale,American Amber Ale,4,4.93,41.83,15.0,Pale Ale,2,5
2155,3053,Midnight CDA,American IPA,7,7.06,69.28,15.0,Pale Ale,2,5
19782,30986,Black IPA 7fjell,American IPA,7,7.31,84.26,15.0,Pale Ale,2,5
4011,5791,Mexicano Dos,Light American Lager,100,3.5,10.56,2.79,Pale Lager/Blonde Ale,1,1
44777,71808,Amarillo SMaSH  40L,American Pale Ale,10,5.11,51.22,5.0,Pale Ale,2,5
33302,53082,Dinner clone by maine brew company,Imperial IPA,86,8.78,90.0,8.04,Pale Ale,2,5
11962,18449,KB2015#1 - American IPA,American IPA,7,5.36,70.56,10.2,Pale Ale,2,5
32016,51038,Patriot Pale Ale,American IPA,7,6.46,70.6,8.78,Pale Ale,2,5
30890,49134,Ale of Ascension,Double IPA,56,8.85,87.01,12.95,Pale Ale,2,5
38591,61585,Mosaic Halcyon,American Pale Ale,10,5.17,50.68,5.0,Pale Ale,2,5
12352,19054,Viennese Kiwi Lager,Vienna Lager,167,5.34,27.05,6.0,Pale Lager/Blonde Ale,1,1
15323,23758,Pilsener,Bohemian Pilsener,31,5.12,28.0,3.36,Pale Lager/Blonde Ale,1,1
42228,67548,Hawaiian APA,American Pale Ale,10,5.42,30.0,5.0,Pale Ale,2,5
23065,36435,Sweet Sadie the Goat,Sweet Stout,162,5.08,66.16,37.43,Stout/Porter,5,4
9269,14123,MOFF SMaSH,American IPA,7,7.07,51.21,6.93,Pale Ale,2,5
44638,71594,Rox's Secret,American Pale Ale,10,5.17,77.82,5.09,Pale Ale,2,5
32634,52015,Fresh Squeeze IPA clone,American IPA,7,6.88,55.71,9.62,Pale Ale,2,5
8683,13177,WEST 6th IPA,American IPA,7,6.16,97.1,5.66,Pale Ale,2,5
16562,25780,Mosaic,American IPA,7,6.14,82.25,5.0,Pale Ale,2,5
6464,9596,Norsk Galning,German Pils,80,6.46,28.0,6.0,Pale Lager/Blonde Ale,1,1
26532,42046,Coffee Chocolate Irish Stout,American Stout,12,6.43,47.41,39.42,Stout/Porter,5,4
43334,69447,Auzzie Zombie,American IPA,7,6.01,68.1,12.89,Pale Ale,2,5
29491,46825,Moo Chocolate Milk Stout,Sweet Stout,162,6.3,29.34,50.0,Stout/Porter,5,4
18300,28593,Calço,English IPA,65,7.53,60.29,15.0,Pale Ale,2,5
27761,44061,The Otter British Honey Ale,American Pale Ale,10,5.76,30.0,7.66,Pale Ale,2,5
44634,71588,Ella-Beer,Standard/Ordinary Bitter,157,8.23,30.0,15.0,Pale Ale,2,5
26081,41330,Ce Bon Lager,American Lager,8,4.47,12.28,3.5,Pale Lager/Blonde Ale,1,1
14904,23121,Snow Goose Resurrected,British Strong Ale,36,6.16,47.15,21.76,Strong Ale,3,3
45425,72850,Golden Devil Devil,Belgian Golden Strong Ale,23,8.55,54.32,3.52,Strong Ale,3,3
34678,55287,Gluten Free Grapefruit Berlinerweisse,Berliner Weisse,27,4.84,0.4,2.35,Wheat,0,0
15927,24735,American ale,American Pale Ale,10,5.88,39.41,8.22,Pale Ale,2,5
28610,45427,3 bbl Pretentious Bastard,Belgian Dark Strong Ale,21,7.92,66.77,14.99,Strong Ale,3,3
1301,1820,Golden Monkey Clone,Belgian Tripel,26,9.51,37.81,7.48,Pale Ale,2,5
23991,37923,Whoah Nellie,American IPA,7,7.61,99.62,8.48,Pale Ale,2,5
17517,27304,HDYB HONEY OKTOBERFEST,Oktoberfest/Märzen,115,5.59,27.86,6.0,Pale Lager/Blonde Ale,1,1
1230,1711,Chimay Bleue Style Trappist Reserve,Belgian Dark Strong Ale,21,9.6,34.96,19.26,Strong Ale,3,3
27094,42945,3 Floods Thai IPA,Standard/Ordinary Bitter,157,6.08,88.99,9.15,Pale Ale,2,5
34085,54346,Bloomfield Blonde,Blonde Ale,30,6.0,28.0,5.03,Pale Lager/Blonde Ale,1,1
4368,6305,Golden bollocks American Ale,American Pale Ale,10,5.55,41.62,5.62,Pale Ale,2,5
27025,42827,Citra Mania,American Pale Ale,10,6.18,55.16,8.54,Pale Ale,2,5
40062,63981,Nigel's Hoppy in this World,American IPA,7,6.78,71.48,5.0,Pale Ale,2,5
13854,21431,Educated Guest Pale Ale,American IPA,7,6.95,70.97,5.0,Pale Ale,2,5
6080,8983,Belgium Honey Triple,Belgian Tripel,26,10.1,31.45,5.82,Pale Ale,2,5
40422,64600,Lucky #13,American Pale Ale,10,6.32,54.73,9.3,Pale Ale,2,5
35369,56404,25C: Belgian Golden Strong Ale,Belgian Golden Strong Ale,23,9.8,40.28,3.31,Strong Ale,3,3
6568,9771,Japa Centenária,American Pale Ale,10,5.62,33.13,5.75,Pale Ale,2,5
28060,44541,Belgisk Hvit,Saison,134,6.08,30.0,5.0,Pale Ale,2,5
18557,29008,Stout.,Irish Extra Stout,91,6.08,36.77,35.91,Stout/Porter,5,4
12746,19671,Calypso/Flyer Golden Ale,British Golden Ale,35,4.19,28.0,5.97,Pale Lager/Blonde Ale,1,1
19989,31333,_Second Saison,Saison,134,5.82,30.0,8.28,Pale Ale,2,5
13276,20499,El Diablito,American Strong Ale,13,9.02,96.5,17.67,Strong Ale,3,3
22813,36011,Centenial Blond,Blonde Ale,30,4.24,21.14,3.71,Pale Lager/Blonde Ale,1,1
29245,46435,Amber ale - caramel,American Amber Ale,4,5.34,40.44,15.0,Pale Ale,2,5
25186,39892,Strong Saison,Saison,134,8.18,44.4,5.0,Pale Ale,2,5
7995,12087,Hoegaarden clone,Witbier,175,4.94,19.83,4.47,Wheat,0,0
36536,58265,Galaxy Brain NEIPA,American IPA,7,7.61,90.0,5.36,Pale Ale,2,5
32574,51934,Urenui Wedding IPA,American IPA,7,6.62,63.19,8.83,Pale Ale,2,5
37845,60366,Oatmeal Stout 257,Oatmeal Stout,114,6.05,35.19,47.0,Stout/Porter,5,4
24658,39011,#72 Brown Porter,Brown Porter,37,4.85,27.53,25.14,Stout/Porter,5,4
9599,14705,American Light Ale,Light American Lager,100,4.6,9.79,2.77,Pale Lager/Blonde Ale,1,1
4631,6668,American ESB,Extra Special/Strong Bitter (ESB),68,5.26,30.0,11.28,Pale Ale,2,5
240,308,B?tyb?,Belgian Dark Strong Ale,21,10.34,32.51,21.33,Strong Ale,3,3
15424,23925,TheFirstAG,American IPA,7,5.79,53.53,9.09,Pale Ale,2,5
29511,46858,Tim's Ale,American IPA,7,6.65,40.45,15.0,Pale Ale,2,5
12197,18807,Imperial stout Remastered,Russian Imperial Stout,132,9.44,71.11,50.0,Stout/Porter,5,4
40246,64304,Moderation Downunder,American IPA,7,6.58,54.43,7.97,Pale Ale,2,5
27155,43049,Hells Bells,Imperial IPA,86,10.55,90.0,9.46,Pale Ale,2,5
41252,65929,Peanut Butter Jam Session,American Wheat Beer,14,4.86,27.33,4.62,Wheat,0,0
27314,43318,Citra (fwh),American IPA,7,6.31,66.47,8.25,Pale Ale,2,5
32439,51711,Sneaky Sibling,American Strong Ale,13,9.55,57.54,22.0,Strong Ale,3,3
7465,11218,The brotherwood Undead Tripel,Belgian Tripel,26,8.62,30.0,5.0,Pale Ale,2,5
34635,55223,Empty Bin Stout,Imperial Stout,87,11.14,84.12,50.0,Stout/Porter,5,4
40239,64288,Mac's Wheat Beer,American Wheat Beer,14,5.15,25.68,4.16,Wheat,0,0
35289,56258,Honey  Honey,Belgian Blond Ale,20,6.4,23.1,4.04,Pale Lager/Blonde Ale,1,1
1820,2557,Saison Bernice,Saison,134,7.73,30.0,5.0,Pale Ale,2,5
2410,3414,The Sheriff (Black IPA),American IPA,7,5.86,63.53,15.0,Pale Ale,2,5
40828,65254,Guinness Draught clone,Irish Stout,93,4.21,36.13,38.86,Stout/Porter,5,4
8243,12491,Pliny the Elder,American IPA,7,8.0,90.0,6.48,Pale Ale,2,5
28464,45202,Harvest APA,American Pale Ale,10,5.24,44.12,7.63,Pale Ale,2,5
39405,62926,Geburtstag Clarabier,Märzen,102,4.1,22.16,6.0,Pale Lager/Blonde Ale,1,1
16576,25800,Law's House Quaff,American Amber Ale,4,5.44,40.2,15.0,Pale Ale,2,5
37333,59535,Extract Scotch Ale,Wee Heavy,168,8.1,53.95,13.22,Strong Ale,3,3
29991,47650,YEllow Belgian,Belgian Dubbel,22,6.72,27.77,7.08,Strong Ale,3,3
24326,38465,Bulldawg IPA,American IPA,7,7.31,67.13,8.72,Pale Ale,2,5
13929,21556,Devil went down to Gienah,Belgian Golden Strong Ale,23,8.37,21.6,4.2,Strong Ale,3,3
43858,70317,First beer ever,American Pale Ale,10,5.38,36.76,6.63,Pale Ale,2,5
6391,9471,LMSS IPA (Citra+Summit),American IPA,7,6.37,68.08,8.2,Pale Ale,2,5
34886,55631,Hamblen IPA Spring 2017,American IPA,7,6.63,48.46,6.2,Pale Ale,2,5
36547,58283,G.B.,Cream Ale,45,3.31,15.89,2.4,Pale Lager/Blonde Ale,1,1
37729,60172,Sinker Pils,Classic American Pilsner,40,5.38,28.0,3.96,Pale Lager/Blonde Ale,1,1
2809,4026,2015 - Westmalle Tripel,Belgian Tripel,26,9.74,45.1,5.0,Pale Ale,2,5
33266,53024,Porter test,Baltic Porter,19,7.02,27.44,29.59,Stout/Porter,5,4
11445,17649,Jacy II,English Porter,66,5.06,18.84,24.94,Stout/Porter,5,4
33686,53701,Wet Finger 9 (Green),Best Bitter,28,4.72,54.49,8.45,Pale Ale,2,5
41587,66499,Solvay IPA 2.0,American IPA,7,6.5,85.87,9.3,Pale Ale,2,5
37052,59072,Silver Maple,American IPA,7,6.08,86.0,7.81,Pale Ale,2,5
41776,66810,Amber Deon,American Amber Ale,4,6.48,31.63,8.72,Pale Ale,2,5
24746,39159,Graduation Ale,Blonde Ale,30,4.59,22.35,6.0,Pale Lager/Blonde Ale,1,1
228,293,German pilsner,German Pilsner (Pils),81,3.97,28.0,2.69,Pale Lager/Blonde Ale,1,1
43364,69498,The Juiciest IPA - Citra and Galaxy,Double IPA,56,8.04,77.98,6.49,Pale Ale,2,5
35509,56647,BSB - BYO New England Style IPA,American IPA,7,6.43,98.57,5.0,Pale Ale,2,5
13329,20598,ESB - First Gold,Strong Bitter,159,5.93,35.78,11.7,Pale Ale,2,5
11703,18044,Uber dry stupid dry 2-Row Saison,Saison,134,7.71,30.0,5.0,Pale Ale,2,5
9271,14125,Rosca De Reyes Belgian Quad,Belgian Dark Strong Ale,21,9.47,27.62,20.6,Strong Ale,3,3
41028,65577,Anders' Amber,American Amber Ale,4,5.43,35.42,15.0,Pale Ale,2,5
6001,8853,Illemonati,Imperial IPA,86,8.52,90.0,6.98,Pale Ale,2,5
4897,7096,Dark Chocolate Cherry Stout,Sweet Stout,162,5.5,38.06,42.82,Stout/Porter,5,4
5583,8190,Delisi 's Indian Pale Lager #3,American Pale Ale,10,5.15,31.68,7.18,Pale Ale,2,5
28229,44810,Whale Pale,American Pale Ale,10,5.78,37.89,5.44,Pale Ale,2,5
28899,45908,Brown ale with cocoa,Southern English Brown,143,6.12,40.29,18.13,Brown Ale,4,2
19894,31161,Let-Ale,Standard/Ordinary Bitter,157,4.24,30.41,5.01,Pale Ale,2,5
33896,54034,G30 Edinburgh Export Stout 1851,Foreign Extra Stout,72,8.6,52.05,47.6,Stout/Porter,5,4
45164,72423,HeberHaus Baltic Porter 4.0,Baltic Porter,19,9.14,45.8,32.49,Stout/Porter,5,4
10400,15925,Centennial oat ipa,American IPA,7,7.12,81.44,9.5,Pale Ale,2,5
34335,54739,SD10,Cream Ale,45,4.62,18.47,4.57,Pale Lager/Blonde Ale,1,1
34474,54954,ScaliBier Bohemian,Bohemian Pilsener,31,4.49,28.0,4.83,Pale Lager/Blonde Ale,1,1
23834,37657,Neetz brew blonde,Blonde Ale,30,5.42,14.36,3.47,Pale Lager/Blonde Ale,1,1
3153,4525,Live by the Hop  Die by the Hop,American IPA,7,6.79,71.77,9.68,Pale Ale,2,5
10364,15865,Woolston IPA,Imperial IPA,86,8.18,90.0,10.23,Pale Ale,2,5
11523,17756,Eksperyment session Ipa,American IPA,7,5.49,65.78,8.35,Pale Ale,2,5
215,275,Nighthawk IIPA,Imperial IPA,86,8.73,90.0,15.0,Pale Ale,2,5
39008,62255,Krypgrundslager,Czech Pale Lager,49,4.44,8.0,5.32,Pale Lager/Blonde Ale,1,1
23488,37092,Hop Thieves 6,American Pale Ale,10,4.84,34.88,7.08,Pale Ale,2,5
26950,42717,Norwegian Wood,Saison,134,7.06,30.0,6.57,Pale Ale,2,5
9824,15050,Southeast - Whistlin Dixie Peach Tea Wheat...,Weizen/Weissbier,170,5.12,11.73,4.76,Wheat,0,0
35693,56929,Ev's SB,Strong Bitter,159,5.77,46.57,12.5,Pale Ale,2,5
9637,14760,Misfit Hefeweizen Partial,Weizen/Weissbier,170,4.56,15.66,3.5,Wheat,0,0
35489,56610,Session extact IPA,American IPA,7,5.03,55.51,5.63,Pale Ale,2,5
24277,38403,Farenheit 162,Oatmeal Stout,114,7.07,75.78,50.0,Stout/Porter,5,4
45955,73803,Aspen Juleøl,Scottish Export,136,6.35,34.92,22.0,Strong Ale,3,3
35427,56512,Oak smoked wheat malt pale ale,American Pale Ale,10,4.87,35.14,5.0,Pale Ale,2,5
24426,38634,Batch #25,American Brown Ale,6,6.31,74.76,20.56,Brown Ale,4,2
1449,2027,Pinta gold,Extra Special/Strong Bitter (ESB),68,5.84,36.22,8.7,Pale Ale,2,5
39620,63266,Akka Lakka Pale Ale clone,American Pale Ale,10,5.09,48.32,7.91,Pale Ale,2,5
26312,41692,Zaatar wa Wheat IPA,Specialty IPA: Belgian IPA,147,6.5,55.24,8.24,Pale Ale,2,5
13799,21339,It Doesn't Matter Lager,Premium American Lager,124,4.26,28.0,3.56,Pale Lager/Blonde Ale,1,1
27812,44148,Akademiets  Belgisk Dobbel no3,Belgian Dubbel,22,6.43,22.73,15.05,Strong Ale,3,3
41802,66853,Locomotion American Pale Ale 2,American Pale Ale,10,6.05,44.91,6.15,Pale Ale,2,5
28307,44931,Memorial Ale,American Pale Ale,10,5.54,41.84,9.97,Pale Ale,2,5
41937,67065,Armata,Russian Imperial Stout,132,17.44,87.74,50.0,Stout/Porter,5,4
42746,68415,Drunken Englishman Porter,Robust Porter,129,5.72,37.64,34.48,Stout/Porter,5,4
29670,47113,God Damn It Ale,American Pale Ale,10,4.97,50.44,11.45,Pale Ale,2,5
10832,16641,Traditional Oktoberfest,Oktoberfest/Märzen,115,6.15,21.96,6.0,Pale Lager/Blonde Ale,1,1
34273,54637,Tripel XXI,American Light Lager,9,6.4,28.0,6.0,Pale Lager/Blonde Ale,1,1
6054,8939,Stout Ella,American Stout,12,6.14,50.47,30.06,Stout/Porter,5,4
31875,50797,Moni's Cream Ale,Cream Ale,45,4.85,17.22,3.43,Pale Lager/Blonde Ale,1,1
36993,58987,Belgian Golden Strong B 12-3-17,Belgian Golden Strong Ale,23,9.92,40.57,4.29,Strong Ale,3,3
23824,37636,Oat County Stout,Imperial Stout,87,13.35,73.41,50.0,Stout/Porter,5,4
44637,71592,DT Pale Ale Base,American Pale Ale,10,5.15,30.42,5.15,Pale Ale,2,5
39536,63144,This is a Tribute,Ordinary Bitter,118,4.33,30.0,5.09,Pale Ale,2,5
35967,57365,Midtbrygg Blonde Savinjski,Blonde Ale,30,5.57,27.09,4.05,Pale Lager/Blonde Ale,1,1
45380,72774,Strathcone PaleAle,American Pale Ale,10,4.97,30.0,7.57,Pale Ale,2,5
6449,9570,London Brown partial mash,Southern English Brown,143,3.67,17.13,22.79,Brown Ale,4,2
7951,12007,Trash Pail Ale,American Pale Ale,10,5.79,31.7,9.13,Pale Ale,2,5
28132,44646,Lazy Zombie,American IPA,7,6.61,44.53,9.24,Pale Ale,2,5
14626,22690,Tub Springs IPA,American IPA,7,6.12,71.26,6.29,Pale Ale,2,5
15804,24520,Smores Baltic Porter,Baltic Porter,19,5.84,29.07,24.67,Stout/Porter,5,4
37203,59312,Single Hop Ekuanot,American Pale Ale,10,5.47,32.5,7.27,Pale Ale,2,5
11357,17505,Norilsk,Robust Porter,129,5.97,39.03,31.66,Stout/Porter,5,4
40482,64687,Mentally Unstable Unicorn,Imperial Stout,87,8.76,74.81,49.46,Stout/Porter,5,4
13668,21130,Shanes Pale Ale Tier 8,American Pale Ale,10,5.86,40.12,8.0,Pale Ale,2,5
31105,49503,Two Thumbs ShockTop,Witbier,175,5.55,14.08,4.52,Wheat,0,0
14645,22718,DOMA?E SVJETLO,American Pale Ale,10,6.41,33.26,7.48,Pale Ale,2,5
18445,28836,Single Hop Pale - Calypso,American Pale Ale,10,5.26,49.72,5.0,Pale Ale,2,5
21029,33027,Coconut Chocolate Stout,Light American Lager,100,5.34,28.0,6.0,Pale Lager/Blonde Ale,1,1
27388,43433,Stroke of Midnight Pumpkin Ale,American Amber Ale,4,5.04,30.0,9.05,Pale Ale,2,5
3775,5441,Nomadic Brewing's - 252 Windhop Drive,American IPA,7,5.24,50.12,6.36,Pale Ale,2,5
16374,25450,Brew #025 - wit hortela 18L,Witbier,175,4.64,14.55,3.78,Wheat,0,0
5596,8206,Single Malt APA,American Pale Ale,10,4.89,34.07,5.0,Pale Ale,2,5
34758,55417,Neetz Bros Brown,American Brown Ale,6,5.67,27.54,21.9,Brown Ale,4,2
27125,42995,Lahko svetlo,Standard/Ordinary Bitter,157,4.35,34.46,6.1,Pale Ale,2,5
23649,37334,#32 - Pale Ale with Equinox  Galaxy  & Mosai...,American Pale Ale,10,6.54,39.55,5.0,Pale Ale,2,5
44499,71375,#107 American Pale Pils,American Pale Ale,10,5.56,38.98,5.0,Pale Ale,2,5
42983,68864,Good Boy,American Amber Ale,4,7.32,37.73,15.0,Pale Ale,2,5
36942,58899,Germanator,International Pale Lager,90,5.06,23.2,2.72,Pale Lager/Blonde Ale,1,1
23308,36812,NE pale,American Pale Ale,10,5.52,63.81,5.96,Pale Ale,2,5
29424,46713,Tasty's Janet's Brown Ale,American Brown Ale,6,7.01,70.69,20.99,Brown Ale,4,2
1907,2689,Orange Bitter,Standard/Ordinary Bitter,157,3.73,33.16,12.89,Pale Ale,2,5
15581,24185,Nelson RIPA v4 (No Pacific Jade),American Wheat or Rye Beer,15,6.99,30.0,5.36,Wheat,0,0
25855,40969,Super Chinook IPA 2.0,American IPA,7,6.3,55.89,6.58,Pale Ale,2,5
